date,wind_speed,wind_direction,wind_speed_quality,wind_obs_type,tempc,atmpres
2011-01-01 00:00:00,40,340,1,N,-0065,10351
2011-01-01 00:30:00,50,010,1,N,-0080,99999
2011-01-01 01:00:00,50,010,1,N,-0080,99999
2011-01-01 01:30:00,50,010,1,N,-0070,99999
2011-01-01 02:00:00,60,010,1,N,-0060,99999
2011-01-01 02:30:00,60,360,1,N,-0050,99999
2011-01-01 03:00:00,50,360,1,N,-0033,10359
2011-01-01 03:30:00,50,010,1,N,-0040,99999
2011-01-01 04:00:00,50,350,1,N,-0030,99999
2011-01-01 04:30:00,40,350,1,N,-0030,99999
2011-01-01 05:00:00,40,350,1,N,-0020,99999
2011-01-01 05:30:00,40,340,1,N,-0020,99999
2011-01-01 06:00:00,40,340,1,N,-0006,10340
2011-01-01 06:30:00,40,350,1,N,-0010,99999
2011-01-01 07:00:00,40,350,1,N,-0010,99999
2011-01-01 07:30:00,30,350,1,N,-0010,99999
2011-01-01 08:00:00,30,350,1,N,-0010,99999
2011-01-01 08:30:00,30,360,1,N,-0030,99999
2011-01-01 09:00:00,20,040,1,N,-0014,10338
2011-01-01 09:30:00,20,010,1,N,-0050,99999
2011-01-01 10:00:00,30,340,1,N,-0030,99999
2011-01-01 10:30:00,30,340,1,N,-0030,99999
2011-01-01 11:00:00,30,350,1,N,-0050,99999
2011-01-01 11:30:00,40,330,1,N,-0040,99999
2011-01-01 12:00:00,10,290,1,N,-0030,10352
2011-01-01 12:30:00,30,340,1,N,-0070,99999
2011-01-01 13:00:00,40,330,1,N,-0050,99999
2011-01-01 13:30:00,40,350,1,N,-0060,99999
2011-01-01 14:00:00,40,350,1,N,-0080,99999
2011-01-01 14:30:00,40,010,1,N,-0090,99999
2011-01-01 15:00:00,30,340,1,N,-0032,10359
2011-01-01 15:30:00,50,010,1,N,-0070,99999
2011-01-01 16:00:00,40,010,1,N,-0070,99999
2011-01-01 16:30:00,50,020,1,N,-0060,99999
2011-01-01 17:00:00,40,020,1,N,-0070,99999
2011-01-01 17:30:00,40,020,1,N,-0070,99999
2011-01-01 18:00:00,20,020,1,N,-0054,10365
2011-01-01 18:30:00,40,020,1,N,-0070,99999
2011-01-01 19:00:00,40,010,1,N,-0080,99999
2011-01-01 19:30:00,50,030,1,N,-0070,99999
2011-01-01 20:00:00,40,020,1,N,-0080,99999
2011-01-01 20:30:00,50,030,1,N,-0070,99999
2011-01-01 21:00:00,40,360,1,N,-0062,10362
2011-01-01 21:30:00,50,020,1,N,-0080,99999
2011-01-01 22:00:00,50,010,1,N,-0080,99999
2011-01-01 22:30:00,30,020,1,N,-0080,99999
2011-01-01 23:00:00,40,030,1,N,-0080,99999
2011-01-01 23:30:00,50,030,1,N,-0070,99999
2011-01-02 00:00:00,30,020,1,N,-0068,10371
2011-01-02 00:30:00,60,020,1,N,-0070,99999
2011-01-02 01:00:00,40,020,1,N,-0060,99999
2011-01-02 01:30:00,50,020,1,N,-0050,99999
2011-01-02 02:00:00,40,030,1,N,-0040,99999
2011-01-02 02:30:00,40,030,1,N,-0040,99999
2011-01-02 03:00:00,30,040,1,N,-0037,10376
2011-01-02 03:30:00,30,040,1,N,-0030,99999
2011-01-02 04:00:00,30,030,1,N,-0030,99999
2011-01-02 04:30:00,20,030,1,N,-0020,99999
2011-01-02 05:00:00,20,999,9,V,-0010,99999
2011-01-02 05:30:00,30,040,1,N,-0020,99999
2011-01-02 06:00:00,20,090,1,N,-0012,10340
2011-01-02 06:30:00,10,999,9,V,-0010,99999
2011-01-02 07:00:00,10,999,9,V,-0010,99999
2011-01-02 07:30:00,10,999,9,V,-0010,99999
2011-01-02 08:00:00,10,999,9,V,-0010,99999
2011-01-02 08:30:00,10,999,9,V,-0020,99999
2011-01-02 09:00:00,10,180,1,N,-0019,10336
2011-01-02 09:30:00,10,999,9,V,-0030,99999
2011-01-02 10:00:00,20,200,1,N,-0030,99999
2011-01-02 10:30:00,10,100,1,N,-0050,99999
2011-01-02 11:00:00,10,999,9,V,-0050,99999
2011-01-02 11:30:00,10,999,9,V,-0050,99999
2011-01-02 12:00:00,20,180,1,N,-0032,10335
2011-01-02 12:30:00,10,120,1,N,-0050,99999
2011-01-02 13:00:00,10,999,9,V,-0050,99999
2011-01-02 13:30:00,10,120,1,N,-0060,99999
2011-01-02 14:00:00,10,999,9,V,-0060,99999
2011-01-02 14:30:00,10,999,9,V,-0060,99999
2011-01-02 15:00:00,10,200,1,N,-0039,10341
2011-01-02 15:30:00,10,999,9,V,-0060,99999
2011-01-02 16:00:00,10,070,1,N,-0070,99999
2011-01-02 16:30:00,10,090,1,N,-0070,99999
2011-01-02 17:00:00,10,040,1,N,-0060,99999
2011-01-02 17:30:00,10,030,1,N,-0070,99999
2011-01-02 18:00:00,10,180,1,N,-0052,10328
2011-01-02 18:30:00,0,999,9,C,-0070,99999
2011-01-02 19:00:00,10,040,1,N,-0080,99999
2011-01-02 19:30:00,10,070,1,N,-0080,99999
2011-01-02 20:00:00,10,080,1,N,-0080,99999
2011-01-02 20:30:00,10,080,1,N,-0080,99999
2011-01-02 21:00:00,10,200,1,N,-0060,10317
