date,wind_speed,wind_direction,wind_speed_quality,wind_obs_type,tempc,atmpres
2010-01-01 00:00:00,20,040,1,N,-0068,10170
2010-01-01 00:30:00,40,360,1,N,-0080,99999
2010-01-01 01:00:00,30,360,1,N,-0080,99999
2010-01-01 01:30:00,40,340,1,N,-0070,99999
2010-01-01 02:00:00,40,350,1,N,-0070,99999
2010-01-01 02:30:00,30,360,1,N,-0060,99999
2010-01-01 03:00:00,30,040,1,N,-0043,10167
2010-01-01 03:30:00,40,360,1,N,-0050,99999
2010-01-01 04:00:00,30,010,1,N,-0050,99999
2010-01-01 04:30:00,30,360,1,N,-0040,99999
2010-01-01 05:00:00,30,350,1,N,-0030,99999
2010-01-01 05:30:00,20,010,1,N,-0020,99999
2010-01-01 06:00:00,20,360,1,N,-0018,10139
2010-01-01 06:30:00,20,040,1,N,-0020,99999
2010-01-01 07:00:00,10,999,9,V,-0010,99999
2010-01-01 07:30:00,10,999,9,V,-0010,99999
2010-01-01 08:00:00,20,360,1,N,-0020,99999
2010-01-01 08:30:00,20,010,1,N,-0030,99999
2010-01-01 09:00:00,10,040,1,N,-0018,10149
2010-01-01 09:30:00,20,010,1,N,-0050,99999
2010-01-01 10:00:00,20,020,1,N,-0050,99999
2010-01-01 10:30:00,10,020,1,N,-0040,99999
2010-01-01 11:00:00,20,010,1,N,-0040,99999
2010-01-01 11:30:00,20,350,1,N,-0050,99999
2010-01-01 12:00:00,10,040,1,N,-0021,10172
2010-01-01 12:30:00,20,330,1,N,-0050,99999
2010-01-01 13:00:00,20,350,1,N,-0050,99999
2010-01-01 13:30:00,10,999,9,V,-0060,99999
2010-01-01 14:00:00,10,330,1,N,-0050,99999
2010-01-01 15:00:00,10,040,1,N,-0027,10190
2010-01-01 16:30:00,20,130,1,N,-0040,99999
2010-01-01 17:00:00,10,130,1,N,-0040,99999
2010-01-01 17:30:00,30,130,1,N,-0040,99999
2010-01-01 18:00:00,20,070,1,N,-0042,10210
2010-01-01 18:30:00,20,170,1,N,-0050,99999
2010-01-01 19:00:00,20,180,1,N,-0050,99999
2010-01-01 19:30:00,20,160,1,N,-0050,99999
2010-01-01 20:00:00,10,170,1,N,-0050,99999
2010-01-01 20:30:00,10,140,1,N,-0060,99999
2010-01-01 21:00:00,10,110,1,N,-0057,10220
2010-01-01 21:30:00,20,120,1,N,-0060,99999
2010-01-01 22:00:00,20,130,1,N,-0060,99999
2010-01-01 22:30:00,10,150,1,N,-0060,99999
2010-01-01 23:00:00,20,140,1,N,-0050,99999
2010-01-01 23:30:00,20,140,1,N,-0050,99999
2010-01-02 00:00:00,20,200,1,N,-0056,10247
2010-01-02 00:30:00,20,130,1,N,-0060,99999
2010-01-02 01:00:00,20,140,1,N,-0050,99999
2010-01-02 01:30:00,30,160,1,N,-0050,99999
2010-01-02 02:00:00,30,160,1,N,-0050,99999
2010-01-02 02:30:00,30,170,1,N,-0050,99999
2010-01-02 03:00:00,20,180,1,N,-0050,10265
2010-01-02 03:30:00,30,160,1,N,-0050,99999
2010-01-02 04:00:00,30,150,1,N,-0050,99999
2010-01-02 05:00:00,40,170,1,N,-0050,99999
2010-01-02 05:30:00,40,180,1,N,-0040,99999
2010-01-02 06:00:00,20,160,1,N,-0039,10252
2010-01-02 06:30:00,40,180,1,N,-0050,99999
